Year,Region,Technology,Value
2040,DE,CHP_Gas_CCGT_Natural,18714.997859504103
2050,DE,CHP_Gas_CCGT_Natural,905.8758108834423
2020,DK,CHP_Gas_CCGT_Natural,1195.7356249650709
2030,DK,CHP_Gas_CCGT_Natural,0.0
2040,DK,CHP_Gas_CCGT_Natural,0.0
2050,DK,CHP_Gas_CCGT_Natural,0.0
2020,FR,CHP_Gas_CCGT_Natural,752.8539707312374
2030,FR,CHP_Gas_CCGT_Natural,7681.560016562464
2040,FR,CHP_Gas_CCGT_Natural,7017.909334708612
2050,FR,CHP_Gas_CCGT_Natural,0.0
2020,NO,CHP_Gas_CCGT_Natural,0.0
2030,NO,CHP_Gas_CCGT_Natural,0.0
2040,NO,CHP_Gas_CCGT_Natural,0.0
2050,NO,CHP_Gas_CCGT_Natural,0.0
2020,UK,CHP_Gas_CCGT_Natural,16933.384866534492
2030,UK,CHP_Gas_CCGT_Natural,16726.069987200022
2040,UK,CHP_Gas_CCGT_Natural,8324.128178416528
2050,UK,CHP_Gas_CCGT_Natural,0.0
2020,DE,CHP_Gas_CCGT_Natural_CCS,0.0
2030,DE,CHP_Gas_CCGT_Natural_CCS,0.0
2040,DE,CHP_Gas_CCGT_Natural_CCS,0.0
2050,DE,CHP_Gas_CCGT_Natural_CCS,0.0
2020,DK,CHP_Gas_CCGT_Natural_CCS,0.0
2030,DK,CHP_Gas_CCGT_Natural_CCS,0.0
2040,DK,CHP_Gas_CCGT_Natural_CCS,0.0
2050,DK,CHP_Gas_CCGT_Natural_CCS,0.0
2020,FR,CHP_Gas_CCGT_Natural_CCS,0.0
2030,FR,CHP_Gas_CCGT_Natural_CCS,0.0
2040,FR,CHP_Gas_CCGT_Natural_CCS,0.0
2050,FR,CHP_Gas_CCGT_Natural_CCS,0.0
2020,NO,CHP_Gas_CCGT_Natural_CCS,0.0
2030,NO,CHP_Gas_CCGT_Natural_CCS,0.0
2040,NO,CHP_Gas_CCGT_Natural_CCS,0.0
2050,NO,CHP_Gas_CCGT_Natural_CCS,0.0
2020,UK,CHP_Gas_CCGT_Natural_CCS,0.0
2030,UK,CHP_Gas_CCGT_Natural_CCS,0.0
2040,UK,CHP_Gas_CCGT_Natural_CCS,0.0
2050,UK,CHP_Gas_CCGT_Natural_CCS,0.0
2020,DE,CHP_Hydrogen_FuelCell,0.0
2030,DE,CHP_Hydrogen_FuelCell,0.0
2040,DE,CHP_Hydrogen_FuelCell,0.0
2050,DE,CHP_Hydrogen_FuelCell,0.0
2020,DK,CHP_Hydrogen_FuelCell,0.0
2030,DK,CHP_Hydrogen_FuelCell,0.0
2040,DK,CHP_Hydrogen_FuelCell,0.0
2050,DK,CHP_Hydrogen_FuelCell,0.0
2020,FR,CHP_Hydrogen_FuelCell,0.0
2030,FR,CHP_Hydrogen_FuelCell,0.0
2040,FR,CHP_Hydrogen_FuelCell,0.0
2050,FR,CHP_Hydrogen_FuelCell,0.0
2020,NO,CHP_Hydrogen_FuelCell,0.0
2030,NO,CHP_Hydrogen_FuelCell,0.0
2040,NO,CHP_Hydrogen_FuelCell,0.0
2050,NO,CHP_Hydrogen_FuelCell,0.0
2020,UK,CHP_Hydrogen_FuelCell,0.0
2030,UK,CHP_Hydrogen_FuelCell,0.0
2040,UK,CHP_Hydrogen_FuelCell,0.0
2050,UK,CHP_Hydrogen_FuelCell,0.0
2020,DE,CHP_Oil,30.577343332970006
2030,DE,CHP_Oil,0.0
2040,DE,CHP_Oil,0.0
2050,DE,CHP_Oil,0.0
2020,DK,CHP_Oil,0.0
2030,DK,CHP_Oil,0.0
2040,DK,CHP_Oil,0.0
2050,DK,CHP_Oil,0.0
2020,FR,CHP_Oil,0.0
2030,FR,CHP_Oil,0.0
2040,FR,CHP_Oil,0.0
2050,FR,CHP_Oil,0.0
2020,NO,CHP_Oil,0.0
2030,NO,CHP_Oil,0.0
2040,NO,CHP_Oil,0.0
2050,NO,CHP_Oil,0.0
2020,UK,CHP_Oil,0.0
2030,UK,CHP_Oil,0.0
2040,UK,CHP_Oil,0.0
2050,UK,CHP_Oil,0.0
2020,DE,HB_Biomass,0.0
2030,DE,HB_Biomass,0.0
2040,DE,HB_Biomass,0.0
2050,DE,HB_Biomass,0.0
2020,DK,HB_Biomass,0.0
2030,DK,HB_Biomass,0.0
2040,DK,HB_Biomass,0.0
2050,DK,HB_Biomass,0.0
2020,FR,HB_Biomass,0.0
2030,FR,HB_Biomass,0.0
2040,FR,HB_Biomass,0.0
2050,FR,HB_Biomass,0.0
2020,NO,HB_Biomass,0.0
2030,NO,HB_Biomass,0.0
2040,NO,HB_Biomass,0.0
2050,NO,HB_Biomass,0.0
2020,UK,HB_Biomass,0.0
2030,UK,HB_Biomass,0.0
2040,UK,HB_Biomass,0.0
2050,UK,HB_Biomass,0.0
2020,DE,HB_Direct_Electric,0.0
2030,DE,HB_Direct_Electric,0.0
2040,DE,HB_Direct_Electric,0.0
2050,DE,HB_Direct_Electric,0.0
2020,DK,HB_Direct_Electric,0.0
2030,DK,HB_Direct_Electric,0.0
2040,DK,HB_Direct_Electric,0.0
2050,DK,HB_Direct_Electric,0.0
2020,FR,HB_Direct_Electric,0.0
2030,FR,HB_Direct_Electric,0.0
2040,FR,HB_Direct_Electric,0.0
2050,FR,HB_Direct_Electric,0.0
2020,NO,HB_Direct_Electric,0.0
2030,NO,HB_Direct_Electric,0.0
2040,NO,HB_Direct_Electric,0.0
2050,NO,HB_Direct_Electric,0.0
2020,UK,HB_Direct_Electric,0.0
2030,UK,HB_Direct_Electric,0.0
2040,UK,HB_Direct_Electric,0.0
2050,UK,HB_Direct_Electric,0.0
2020,DE,HB_Gas_Boiler,123309.54145030456
2030,DE,HB_Gas_Boiler,126364.94890898757
2040,DE,HB_Gas_Boiler,118956.19815694535
2050,DE,HB_Gas_Boiler,45450.75991293695
2020,DK,HB_Gas_Boiler,5442.52546695124
2030,DK,HB_Gas_Boiler,9078.550271848493
2040,DK,HB_Gas_Boiler,8719.24430010916
2050,DK,HB_Gas_Boiler,6022.367013949375
2020,FR,HB_Gas_Boiler,97314.68897858908
2030,FR,HB_Gas_Boiler,77193.8551126736
2040,FR,HB_Gas_Boiler,72746.69756806603
2050,FR,HB_Gas_Boiler,57464.829103781936
2020,NO,HB_Gas_Boiler,586.9334769419692
2030,NO,HB_Gas_Boiler,8311.46809325833
2040,NO,HB_Gas_Boiler,8636.476948072617
2050,NO,HB_Gas_Boiler,8647.628845591425
2020,UK,HB_Gas_Boiler,94101.72300238167
2030,UK,HB_Gas_Boiler,46573.90100313654
2040,UK,HB_Gas_Boiler,43162.39750179174
2050,UK,HB_Gas_Boiler,34540.78803120774
2020,DE,HB_H2_Boiler,0.0
2030,DE,HB_H2_Boiler,0.0
2040,DE,HB_H2_Boiler,0.0
2050,DE,HB_H2_Boiler,0.0
2020,DK,HB_H2_Boiler,0.0
2030,DK,HB_H2_Boiler,0.0
2040,DK,HB_H2_Boiler,0.0
2050,DK,HB_H2_Boiler,0.0
2020,FR,HB_H2_Boiler,0.0
2030,FR,HB_H2_Boiler,0.0
2040,FR,HB_H2_Boiler,0.0
2050,FR,HB_H2_Boiler,0.0
2020,NO,HB_H2_Boiler,0.0
2030,NO,HB_H2_Boiler,0.0
2040,NO,HB_H2_Boiler,0.0
2050,NO,HB_H2_Boiler,0.0
2020,UK,HB_H2_Boiler,0.0
2030,UK,HB_H2_Boiler,0.0
2040,UK,HB_H2_Boiler,0.0
2050,UK,HB_H2_Boiler,0.0
2020,DE,HB_Heatpump_Aerial,0.0
2030,DE,HB_Heatpump_Aerial,0.0
2040,DE,HB_Heatpump_Aerial,0.0
2050,DE,HB_Heatpump_Aerial,0.0
2020,DK,HB_Heatpump_Aerial,0.0
2030,DK,HB_Heatpump_Aerial,0.0
2040,DK,HB_Heatpump_Aerial,0.0
2050,DK,HB_Heatpump_Aerial,0.0
2020,FR,HB_Heatpump_Aerial,0.0
2030,FR,HB_Heatpump_Aerial,0.0
2040,FR,HB_Heatpump_Aerial,0.0
2050,FR,HB_Heatpump_Aerial,0.0
2020,NO,HB_Heatpump_Aerial,0.0
2030,NO,HB_Heatpump_Aerial,0.0
2040,NO,HB_Heatpump_Aerial,0.0
2050,NO,HB_Heatpump_Aerial,0.0
2020,UK,HB_Heatpump_Aerial,0.0
2030,UK,HB_Heatpump_Aerial,0.0
2040,UK,HB_Heatpump_Aerial,0.0
2050,UK,HB_Heatpump_Aerial,0.0
2020,DE,HB_Oil_Boiler,9292.11060838237
2030,DE,HB_Oil_Boiler,4788.525408924867
2040,DE,HB_Oil_Boiler,238.81948134444076
2050,DE,HB_Oil_Boiler,0.0
2020,DK,HB_Oil_Boiler,479.88778521895813
2030,DK,HB_Oil_Boiler,598.1123309260555
2040,DK,HB_Oil_Boiler,33.57628544906758
2050,DK,HB_Oil_Boiler,0.0
2020,FR,HB_Oil_Boiler,517.0952079413933
2030,FR,HB_Oil_Boiler,3315.761843586139
2040,FR,HB_Oil_Boiler,1000.2995840133825
2050,FR,HB_Oil_Boiler,0.0
2020,NO,HB_Oil_Boiler,418.2191326245803
2030,NO,HB_Oil_Boiler,338.37090071434574
2040,NO,HB_Oil_Boiler,34.424189304256046
2050,NO,HB_Oil_Boiler,0.0
2020,UK,HB_Oil_Boiler,3218.7188089030574
2030,UK,HB_Oil_Boiler,0.0
2040,UK,HB_Oil_Boiler,422.45982230090056
2050,UK,HB_Oil_Boiler,0.0
2020,DE,HB_Solar_Thermal,0.0
2030,DE,HB_Solar_Thermal,0.0
2040,DE,HB_Solar_Thermal,0.0
2050,DE,HB_Solar_Thermal,0.0
2020,DK,HB_Solar_Thermal,0.0
2030,DK,HB_Solar_Thermal,0.0
2040,DK,HB_Solar_Thermal,0.0
2050,DK,HB_Solar_Thermal,0.0
2020,FR,HB_Solar_Thermal,0.0
2030,FR,HB_Solar_Thermal,0.0
2040,FR,HB_Solar_Thermal,0.0
2050,FR,HB_Solar_Thermal,0.0
2020,NO,HB_Solar_Thermal,0.0
2030,NO,HB_Solar_Thermal,0.0
2040,NO,HB_Solar_Thermal,0.0
2050,NO,HB_Solar_Thermal,0.0
2020,UK,HB_Solar_Thermal,0.0
2030,UK,HB_Solar_Thermal,0.0
2040,UK,HB_Solar_Thermal,0.0
2050,UK,HB_Solar_Thermal,0.0
2020,DE,P_Biomass,0.0
2030,DE,P_Biomass,0.0
2040,DE,P_Biomass,0.0
2050,DE,P_Biomass,0.0
2020,DK,P_Biomass,0.0
2030,DK,P_Biomass,0.0
2040,DK,P_Biomass,0.0
2050,DK,P_Biomass,0.0
2020,FR,P_Biomass,0.0
2030,FR,P_Biomass,0.0
2040,FR,P_Biomass,0.0
2050,FR,P_Biomass,0.0
2020,NO,P_Biomass,0.0
2030,NO,P_Biomass,0.0
2040,NO,P_Biomass,0.0
2050,NO,P_Biomass,0.0
2020,UK,P_Biomass,0.0
2030,UK,P_Biomass,0.0
2040,UK,P_Biomass,0.0
2050,UK,P_Biomass,0.0
2020,DE,P_Coal_Hardcoal,0.0
2030,DE,P_Coal_Hardcoal,0.0
2040,DE,P_Coal_Hardcoal,0.0
2050,DE,P_Coal_Hardcoal,0.0
2020,DK,P_Coal_Hardcoal,0.0
2030,DK,P_Coal_Hardcoal,0.0
2040,DK,P_Coal_Hardcoal,0.0
2050,DK,P_Coal_Hardcoal,0.0
2020,FR,P_Coal_Hardcoal,0.0
2030,FR,P_Coal_Hardcoal,0.0
2040,FR,P_Coal_Hardcoal,0.0
2050,FR,P_Coal_Hardcoal,0.0
2020,NO,P_Coal_Hardcoal,0.0
2030,NO,P_Coal_Hardcoal,0.0
2040,NO,P_Coal_Hardcoal,0.0
2050,NO,P_Coal_Hardcoal,0.0
2020,UK,P_Coal_Hardcoal,0.0
2030,UK,P_Coal_Hardcoal,0.0
2040,UK,P_Coal_Hardcoal,0.0
2050,UK,P_Coal_Hardcoal,0.0
2020,DE,P_Gas_CCGT,2786.177219230286
2030,DE,P_Gas_CCGT,27780.42348648869
2040,DE,P_Gas_CCGT,3096.540148331228
2050,DE,P_Gas_CCGT,0.0
2020,DK,P_Gas_CCGT,0.0
2030,DK,P_Gas_CCGT,0.0
2040,DK,P_Gas_CCGT,0.0
2050,DK,P_Gas_CCGT,0.0
2020,FR,P_Gas_CCGT,0.0
2030,FR,P_Gas_CCGT,0.0
2040,FR,P_Gas_CCGT,1069.9703585999998
2050,FR,P_Gas_CCGT,0.0
2020,NO,P_Gas_CCGT,0.0
2030,NO,P_Gas_CCGT,0.0
2040,NO,P_Gas_CCGT,0.0
2050,NO,P_Gas_CCGT,0.0
2020,UK,P_Gas_CCGT,20633.004966959048
2030,UK,P_Gas_CCGT,41398.82902798527
2040,UK,P_Gas_CCGT,12173.792213247918
2050,UK,P_Gas_CCGT,0.0
2020,DE,P_Gas_CCS,0.0
2030,DE,P_Gas_CCS,0.0
2040,DE,P_Gas_CCS,14812.269145945598
2050,DE,P_Gas_CCS,23068.62356254119
2020,DK,P_Gas_CCS,0.0
2030,DK,P_Gas_CCS,0.0
2040,DK,P_Gas_CCS,0.0
2050,DK,P_Gas_CCS,961.2624178494098
2020,FR,P_Gas_CCS,0.0
2030,FR,P_Gas_CCS,0.0
2040,FR,P_Gas_CCS,0.0
2050,FR,P_Gas_CCS,3808.6778162448854
2020,NO,P_Gas_CCS,0.0
2030,NO,P_Gas_CCS,0.0
2040,NO,P_Gas_CCS,0.0
2050,NO,P_Gas_CCS,0.0
2020,UK,P_Gas_CCS,0.0
2030,UK,P_Gas_CCS,0.0
2040,UK,P_Gas_CCS,4321.436147177983
2050,UK,P_Gas_CCS,3720.3268568476255
2020,DE,P_H2_OCGT,0.0
2030,DE,P_H2_OCGT,0.0
2040,DE,P_H2_OCGT,0.0
2050,DE,P_H2_OCGT,0.0
2020,DK,P_H2_OCGT,0.0
2030,DK,P_H2_OCGT,0.0
2040,DK,P_H2_OCGT,0.0
2050,DK,P_H2_OCGT,0.0
2020,FR,P_H2_OCGT,0.0
2030,FR,P_H2_OCGT,0.0
2040,FR,P_H2_OCGT,0.0
2050,FR,P_H2_OCGT,0.0
2020,NO,P_H2_OCGT,0.0
2030,NO,P_H2_OCGT,0.0
2040,NO,P_H2_OCGT,0.0
2050,NO,P_H2_OCGT,0.0
2020,UK,P_H2_OCGT,0.0
2030,UK,P_H2_OCGT,0.0
2040,UK,P_H2_OCGT,0.0
2050,UK,P_H2_OCGT,0.0
2020,DE,P_Hydro_Reservoir,0.0
2030,DE,P_Hydro_Reservoir,0.0
2040,DE,P_Hydro_Reservoir,0.0
2050,DE,P_Hydro_Reservoir,0.0
2020,DK,P_Hydro_Reservoir,0.0
2030,DK,P_Hydro_Reservoir,0.0
2040,DK,P_Hydro_Reservoir,0.0
2050,DK,P_Hydro_Reservoir,0.0
2020,FR,P_Hydro_Reservoir,0.0
2030,FR,P_Hydro_Reservoir,0.0
2040,FR,P_Hydro_Reservoir,0.0
2050,FR,P_Hydro_Reservoir,0.0
2020,NO,P_Hydro_Reservoir,0.0
2030,NO,P_Hydro_Reservoir,0.0
2040,NO,P_Hydro_Reservoir,0.0
2050,NO,P_Hydro_Reservoir,0.0
2020,UK,P_Hydro_Reservoir,0.0
2030,UK,P_Hydro_Reservoir,0.0
2040,UK,P_Hydro_Reservoir,0.0
2050,UK,P_Hydro_Reservoir,0.0
2020,DE,P_Hydro_RoR,0.0
2030,DE,P_Hydro_RoR,0.0
2040,DE,P_Hydro_RoR,0.0
2050,DE,P_Hydro_RoR,0.0
2020,DK,P_Hydro_RoR,0.0
2030,DK,P_Hydro_RoR,0.0
2040,DK,P_Hydro_RoR,0.0
2050,DK,P_Hydro_RoR,0.0
2020,FR,P_Hydro_RoR,0.0
2030,FR,P_Hydro_RoR,0.0
2040,FR,P_Hydro_RoR,0.0
2050,FR,P_Hydro_RoR,0.0
2020,NO,P_Hydro_RoR,0.0
2030,NO,P_Hydro_RoR,0.0
2040,NO,P_Hydro_RoR,0.0
2050,NO,P_Hydro_RoR,0.0
2020,UK,P_Hydro_RoR,0.0
2030,UK,P_Hydro_RoR,0.0
2040,UK,P_Hydro_RoR,0.0
2050,UK,P_Hydro_RoR,0.0
2020,DE,P_Nuclear,0.0
2030,DE,P_Nuclear,0.0
2040,DE,P_Nuclear,0.0
2050,DE,P_Nuclear,0.0
2020,DK,P_Nuclear,0.0
2030,DK,P_Nuclear,0.0
2040,DK,P_Nuclear,0.0
2050,DK,P_Nuclear,0.0
2020,FR,P_Nuclear,0.0
2030,FR,P_Nuclear,0.0
2040,FR,P_Nuclear,0.0
2050,FR,P_Nuclear,0.0
2020,NO,P_Nuclear,0.0
2030,NO,P_Nuclear,0.0
2040,NO,P_Nuclear,0.0
2050,NO,P_Nuclear,0.0
2020,UK,P_Nuclear,0.0
2030,UK,P_Nuclear,0.0
2040,UK,P_Nuclear,0.0
2050,UK,P_Nuclear,0.0
2020,DE,P_Oil,0.0
2030,DE,P_Oil,2813.674648024332
2040,DE,P_Oil,0.0
2050,DE,P_Oil,0.0
2020,DK,P_Oil,0.0
2030,DK,P_Oil,84.61858586068105
2040,DK,P_Oil,0.0
2050,DK,P_Oil,0.0
2020,FR,P_Oil,0.0
2030,FR,P_Oil,0.0
2040,FR,P_Oil,0.0
2050,FR,P_Oil,0.0
2020,NO,P_Oil,0.0
2030,NO,P_Oil,0.0
2040,NO,P_Oil,0.0
2050,NO,P_Oil,0.0
2020,UK,P_Oil,0.0
2030,UK,P_Oil,2189.463165559881
2040,UK,P_Oil,0.0
2050,UK,P_Oil,0.0
2020,DE,P_PV_Utility_Avg,0.0
2030,DE,P_PV_Utility_Avg,0.0
2040,DE,P_PV_Utility_Avg,0.0
2050,DE,P_PV_Utility_Avg,0.0
2020,DK,P_PV_Utility_Avg,0.0
2030,DK,P_PV_Utility_Avg,0.0
2040,DK,P_PV_Utility_Avg,0.0
2050,DK,P_PV_Utility_Avg,0.0
2020,FR,P_PV_Utility_Avg,0.0
2030,FR,P_PV_Utility_Avg,0.0
2040,FR,P_PV_Utility_Avg,0.0
2050,FR,P_PV_Utility_Avg,0.0
2020,NO,P_PV_Utility_Avg,0.0
2030,NO,P_PV_Utility_Avg,0.0
2040,NO,P_PV_Utility_Avg,0.0
2050,NO,P_PV_Utility_Avg,0.0
2020,UK,P_PV_Utility_Avg,0.0
2030,UK,P_PV_Utility_Avg,0.0
2040,UK,P_PV_Utility_Avg,0.0
2050,UK,P_PV_Utility_Avg,0.0
2020,DE,P_Wind_Offshore_Deep,0.0
2030,DE,P_Wind_Offshore_Deep,0.0
2040,DE,P_Wind_Offshore_Deep,0.0
2050,DE,P_Wind_Offshore_Deep,0.0
2020,DK,P_Wind_Offshore_Deep,0.0
2030,DK,P_Wind_Offshore_Deep,0.0
2040,DK,P_Wind_Offshore_Deep,0.0
2050,DK,P_Wind_Offshore_Deep,0.0
2020,FR,P_Wind_Offshore_Deep,0.0
2030,FR,P_Wind_Offshore_Deep,0.0
2040,FR,P_Wind_Offshore_Deep,0.0
2050,FR,P_Wind_Offshore_Deep,0.0
2020,NO,P_Wind_Offshore_Deep,0.0
2030,NO,P_Wind_Offshore_Deep,0.0
2040,NO,P_Wind_Offshore_Deep,0.0
2050,NO,P_Wind_Offshore_Deep,0.0
2020,UK,P_Wind_Offshore_Deep,0.0
2030,UK,P_Wind_Offshore_Deep,0.0
2040,UK,P_Wind_Offshore_Deep,0.0
2050,UK,P_Wind_Offshore_Deep,0.0
2020,DE,P_Wind_Onshore_Avg,0.0
2030,DE,P_Wind_Onshore_Avg,0.0
2040,DE,P_Wind_Onshore_Avg,0.0
2050,DE,P_Wind_Onshore_Avg,0.0
2020,DK,P_Wind_Onshore_Avg,0.0
2030,DK,P_Wind_Onshore_Avg,0.0
2040,DK,P_Wind_Onshore_Avg,0.0
2050,DK,P_Wind_Onshore_Avg,0.0
2020,FR,P_Wind_Onshore_Avg,0.0
2030,FR,P_Wind_Onshore_Avg,0.0
2040,FR,P_Wind_Onshore_Avg,0.0
2050,FR,P_Wind_Onshore_Avg,0.0
2020,NO,P_Wind_Onshore_Avg,0.0
2030,NO,P_Wind_Onshore_Avg,0.0
2040,NO,P_Wind_Onshore_Avg,0.0
2050,NO,P_Wind_Onshore_Avg,0.0
2020,UK,P_Wind_Onshore_Avg,0.0
2030,UK,P_Wind_Onshore_Avg,0.0
2040,UK,P_Wind_Onshore_Avg,0.0
2050,UK,P_Wind_Onshore_Avg,0.0
2020,DE,PSNG_Road_BEV,0.0
2030,DE,PSNG_Road_BEV,0.0
2040,DE,PSNG_Road_BEV,0.0
2050,DE,PSNG_Road_BEV,0.0
2020,DK,PSNG_Road_BEV,0.0
2030,DK,PSNG_Road_BEV,0.0
2040,DK,PSNG_Road_BEV,0.0
2050,DK,PSNG_Road_BEV,0.0
2020,FR,PSNG_Road_BEV,0.0
2030,FR,PSNG_Road_BEV,0.0
2040,FR,PSNG_Road_BEV,0.0
2050,FR,PSNG_Road_BEV,0.0
2020,NO,PSNG_Road_BEV,0.0
2030,NO,PSNG_Road_BEV,0.0
2040,NO,PSNG_Road_BEV,0.0
2050,NO,PSNG_Road_BEV,0.0
2020,UK,PSNG_Road_BEV,0.0
2030,UK,PSNG_Road_BEV,0.0
2040,UK,PSNG_Road_BEV,0.0
2050,UK,PSNG_Road_BEV,0.0
2020,DE,PSNG_Road_H2,0.0
2030,DE,PSNG_Road_H2,0.0
2040,DE,PSNG_Road_H2,0.0
2050,DE,PSNG_Road_H2,0.0
2020,DK,PSNG_Road_H2,0.0
2030,DK,PSNG_Road_H2,0.0
2040,DK,PSNG_Road_H2,0.0
2050,DK,PSNG_Road_H2,0.0
2020,FR,PSNG_Road_H2,0.0
2030,FR,PSNG_Road_H2,0.0
2040,FR,PSNG_Road_H2,0.0
2050,FR,PSNG_Road_H2,0.0
2020,NO,PSNG_Road_H2,0.0
2030,NO,PSNG_Road_H2,0.0
2040,NO,PSNG_Road_H2,0.0
2050,NO,PSNG_Road_H2,0.0
2020,UK,PSNG_Road_H2,0.0
2030,UK,PSNG_Road_H2,0.0
2040,UK,PSNG_Road_H2,0.0
2050,UK,PSNG_Road_H2,0.0
2020,DE,PSNG_Road_ICE,36134.72696211766
2030,DE,PSNG_Road_ICE,28219.708868864982
2040,DE,PSNG_Road_ICE,6118.916176268413
2050,DE,PSNG_Road_ICE,0.0
2020,DK,PSNG_Road_ICE,1795.9404400649419
2030,DK,PSNG_Road_ICE,1670.854077416435
2040,DK,PSNG_Road_ICE,412.4802128429845
2050,DK,PSNG_Road_ICE,0.0
2020,FR,PSNG_Road_ICE,19612.536679771376
2030,FR,PSNG_Road_ICE,11439.959801067975
2040,FR,PSNG_Road_ICE,4948.760155784923
2050,FR,PSNG_Road_ICE,0.0
2020,NO,PSNG_Road_ICE,1209.6952885311982
2030,NO,PSNG_Road_ICE,504.8482170634717
2040,NO,PSNG_Road_ICE,137.29302719999995
2050,NO,PSNG_Road_ICE,0.0
2020,UK,PSNG_Road_ICE,4499.277439610394
2030,UK,PSNG_Road_ICE,4415.828645167747
2040,UK,PSNG_Road_ICE,1372.930272
2050,UK,PSNG_Road_ICE,0.0
2020,DE,PSNG_Road_LNG,63879.38455635221
2030,DE,PSNG_Road_LNG,66537.2087807301
2040,DE,PSNG_Road_LNG,203.24201205572453
2050,DE,PSNG_Road_LNG,0.0
2020,DK,PSNG_Road_LNG,4630.248990585687
2030,DK,PSNG_Road_LNG,5368.325791060507
2040,DK,PSNG_Road_LNG,133.35247773979845
2050,DK,PSNG_Road_LNG,0.0
2020,FR,PSNG_Road_LNG,63959.221867467895
2030,FR,PSNG_Road_LNG,47584.903936605675
2040,FR,PSNG_Road_LNG,0.0
2050,FR,PSNG_Road_LNG,0.0
2020,NO,PSNG_Road_LNG,4423.468701909377
2030,NO,PSNG_Road_LNG,3468.7689238665116
2040,NO,PSNG_Road_LNG,0.0
2050,NO,PSNG_Road_LNG,0.0
2020,UK,PSNG_Road_LNG,22063.505294824583
2030,UK,PSNG_Road_LNG,23652.863255507506
2040,UK,PSNG_Road_LNG,0.0
2050,UK,PSNG_Road_LNG,0.0
2020,DE,PSNG_Road_PHEV,0.0
2030,DE,PSNG_Road_PHEV,704.691266005061
2040,DE,PSNG_Road_PHEV,704.691266005061
2050,DE,PSNG_Road_PHEV,747.8973276385403
2020,DK,PSNG_Road_PHEV,0.0
2030,DK,PSNG_Road_PHEV,51.58061907738031
2040,DK,PSNG_Road_PHEV,49.65256479336512
2050,DK,PSNG_Road_PHEV,50.6505682012027
